Plugin,"Plugin Name","Family","Severity","VPR","EPSS","Host Total","Total"
1007994,"[18.10.94.4.1][MS][2022][DC][v5.0.0][L1] Ensure 'Manage preview builds' is set to 'Disabled'","N/A","Medium","","","1","1"
1007995,"[18.10.94.4.2][MS][2022][DC][v5.0.0][L1] Ensure 'Select when Quality Updates are received' is set to 'Enabled: 0 days'","N/A","Medium","","","1","1"
1007996,"[18.1.1.1][MS][2022][DC][v5.0.0][L1] Ensure 'Prevent enabling lock screen camera' is set to 'Enabled'","N/A","Medium","","","1","1"
1007997,"[18.11.1][MS][2022][DC][v5.0.0][L1] Ensure 'Disable HTTP proxy features: Disable WPAD' is set to 'Enabled: Checked'","N/A","Medium","","","1","1"
1007998,"[18.1.1.2][MS][2022][DC][v5.0.0][L1] Ensure 'Prevent enabling lock screen slide show' is set to 'Enabled'","N/A","Medium","","","1","1"
1007999,"[18.11.2][MS][2022][DC][v5.0.0][L1] Ensure 'Disable HTTP proxy features: Disable proxy authentication' is set to 'Enabled: Disable authentication over loopback interfaces' or higher","N/A","Medium","","","1","1"
1008000,"[18.1.2.2][MS][2022][DC][v5.0.0][L1] Ensure 'Allow users to enable online speech recognition services' is set to 'Disabled'","N/A","Medium","","","1","1"
1008001,"[18.4.2][MS][2022][DC][v5.0.0][L1] Ensure 'Configure SMB v1 client driver' is set to 'Enabled: Disable driver (recommended)'","N/A","Medium","","","1","1"
1008002,"[18.4.3][MS][2022][DC][v5.0.0][L1] Ensure 'Configure SMB v1 server' is set to 'Disabled'","N/A","Medium","","","1","1"
1008003,"[18.4.4][MS][2022][DC][v5.0.0][L1] Ensure 'Enable Certificate Padding' is set to 'Enabled'","N/A","Medium","","","1","1"
1008004,"[18.4.5][MS][2022][DC][v5.0.0][L1] Ensure 'Enable Structured Exception Handling Overwrite Protection (SEHOP)' is set to 'Enabled'","N/A","Medium","","","1","1"
1008005,"[18.4.6][MS][2022][DC][v5.0.0][L1] Ensure 'NetBT NodeType configuration' is set to 'Enabled: P-node (recommended)'","N/A","Medium","","","1","1"
1008006,"[18.5.1][MS][2022][DC][v5.0.0][L1] Ensure 'MSS: (AutoAdminLogon) Enable Automatic Logon' is set to 'Disabled'","N/A","Medium","","","1","1"
1008007,"[18.5.11][MS][2022][DC][v5.0.0][L1] Ensure 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' is set to 'Enabled: 90% or less'","N/A","Medium","","","1","1"
1008008,"[18.5.2][MS][2022][DC][v5.0.0][L1] Ensure 'MSS: (DisableIPSourceRouting IPv6) IP source routing protection level' is set to 'Enabled: Highest protection, source routing is completely disabled'","N/A","Medium","","","1","1"
1008009,"[18.5.3][MS][2022][DC][v5.0.0][L1] Ensure 'MSS: (DisableIPSourceRouting) IP source routing protection level' is set to 'Enabled: Highest protection, source routing is completely disabled'","N/A","Medium","","","1","1"
1008010,"[18.5.4][MS][2022][DC][v5.0.0][L1] Ensure 'MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes' is set to 'Disabled'","N/A","Medium","","","1","1"
1008011,"[18.5.6][MS][2022][DC][v5.0.0][L1] Ensure 'MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers' is set to 'Enabled'","N/A","Medium","","","1","1"
1008012,"[18.5.8][MS][2022][DC][v5.0.0][L1] Ensure 'MSS: (SafeDllSearchMode) Enable Safe DLL search mode' is set to 'Enabled'","N/A","Medium","","","1","1"
1008013,"[18.6.11.2][MS][2022][DC][v5.0.0][L1] Ensure 'Prohibit installation and configuration of Network Bridge on your DNS domain network' is set to 'Enabled'","N/A","Medium","","","1","1"
1008014,"[18.6.11.3][MS][2022][DC][v5.0.0][L1] Ensure 'Prohibit use of Internet Connection Sharing on your DNS domain network' is set to 'Enabled'","N/A","Medium","","","1","1"
1008015,"[18.6.11.4][MS][2022][DC][v5.0.0][L1] Ensure 'Require domain users to elevate when setting a network's location' is set to 'Enabled'","N/A","Medium","","","1","1"
1008017,"[18.6.21.1][MS][2022][DC][v5.0.0][L1] Ensure 'Minimize the number of simultaneous connections to the Internet or a Windows Domain' is set to 'Enabled: 3 = Prevent Wi-Fi when on Ethernet'","N/A","Medium","","","1","1"
1008018,"[18.6.4.1][MS][2022][DC][v5.0.0][L1] Ensure 'Configure multicast DNS (mDNS) protocol' is set to 'Disabled'","N/A","Medium","","","1","1"
1008019,"[18.6.4.2][MS][2022][DC][v5.0.0][L1] Ensure 'Configure NetBIOS settings' is set to 'Enabled: Disable NetBIOS name resolution on public networks'","N/A","Medium","","","1","1"
1008020,"[18.6.4.4][MS][2022][DC][v5.0.0][L1] Ensure 'Turn off multicast name resolution' is set to 'Enabled'","N/A","Medium","","","1","1"
1008021,"[18.6.7.1][MS][2022][DC][v5.0.0][L1] Ensure 'Mandate the minimum version of SMB' is set to 'Enabled: 3.1.1'","N/A","Medium","","","1","1"
1008022,"[18.6.8.1][MS][2022][DC][v5.0.0][L1] Ensure 'Enable insecure guest logons' is set to 'Disabled'","N/A","Medium","","","1","1"
1008023,"[18.6.8.2][MS][2022][DC][v5.0.0][L1] Ensure 'Require Encryption' is set to 'Enabled'","N/A","Medium","","","1","1"
1008024,"[18.7.1][MS][2022][DC][v5.0.0][L1] Ensure 'Allow Print Spooler to accept client connections' is set to 'Disabled'","N/A","Medium","","","1","1"
1008025,"[18.7.10][MS][2022][DC][v5.0.0][L1] Ensure 'Manage processing of Queue-specific files' is set to 'Enabled: Limit Queue-specific files to Color profiles'","N/A","Medium","","","1","1"
1008026,"[18.7.11][MS][2022][DC][v5.0.0][L1] Ensure 'Point and Print Restrictions: When installing drivers for a new connection' is set to 'Enabled: Show warning and elevation prompt'","N/A","Medium","","","1","1"
1008027,"[18.7.12][MS][2022][DC][v5.0.0][L1] Ensure 'Point and Print Restrictions: When updating drivers for an existing connection' is set to 'Enabled: Show warning and elevation prompt'","N/A","Medium","","","1","1"
1008028,"[18.7.2][MS][2022][DC][v5.0.0][L1] Ensure 'Configure Redirection Guard' is set to 'Enabled: Redirection Guard Enabled'","N/A","Medium","","","1","1"
1008029,"[18.7.3][MS][2022][DC][v5.0.0][L1] Ensure 'Configure RPC connection settings: Protocol to use for outgoing RPC connections' is set to 'Enabled: RPC over TCP'","N/A","Medium","","","1","1"
1008030,"[18.7.4][MS][2022][DC][v5.0.0][L1] Ensure 'Configure RPC connection settings: Use authentication for outgoing RPC connections' is set to 'Enabled: Default'","N/A","Medium","","","1","1"
1008031,"[18.7.5][MS][2022][DC][v5.0.0][L1] Ensure 'Configure RPC listener settings: Protocols to allow for incoming RPC connections' is set to 'Enabled: RPC over TCP'","N/A","Medium","","","1","1"
1008032,"[18.7.6][MS][2022][DC][v5.0.0][L1] Ensure 'Configure RPC listener settings: Authentication protocol to use for incoming RPC connections:' is set to 'Enabled: Negotiate' or higher","N/A","Medium","","","1","1"
1008033,"[18.7.7][MS][2022][DC][v5.0.0][L1] Ensure 'Configure RPC over TCP port' is set to 'Enabled: 0'","N/A","Medium","","","1","1"
1008034,"[18.7.8][MS][2022][DC][v5.0.0][L1] Ensure 'Configure RPC packet level privacy setting for incoming connections' is set to 'Enabled'","N/A","Medium","","","1","1"
1008035,"[18.7.9][MS][2022][DC][v5.0.0][L1] Ensure 'Limits print driver installation to Administrators' is set to 'Enabled'","N/A","Medium","","","1","1"
1008036,"[18.9.13.1][MS][2022][DC][v5.0.0][L1] Ensure 'Boot-Start Driver Initialization Policy' is set to 'Enabled: Good, unknown and bad but critical'","N/A","Medium","","","1","1"
1008037,"[18.9.17.1][MS][2022][DC][v5.0.0][L1] Ensure 'Enable / disable CLFS logfile authentication' is set to 'Enabled'","N/A","Medium","","","1","1"
1008038,"[18.9.19.2][MS][2022][DC][v5.0.0][L1] Ensure 'Configure security policy processing: Do not apply during periodic background processing' is set to 'Enabled: FALSE'","N/A","Medium","","","1","1"
1008039,"[18.9.19.3][MS][2022][DC][v5.0.0][L1] Ensure 'Configure security policy processing: Process even if the Group Policy objects have not changed' is set to 'Enabled: TRUE'","N/A","Medium","","","1","1"
1008040,"[18.9.19.4][MS][2022][DC][v5.0.0][L1] Ensure 'Continue experiences on this device' is set to 'Disabled'","N/A","Medium","","","1","1"
1008041,"[18.9.19.5][MS][2022][DC][v5.0.0][L1] Ensure 'Turn off background refresh of Group Policy' is set to 'Disabled'","N/A","Medium","","","1","1"
1008042,"[18.9.20.1.1][MS][2022][DC][v5.0.0][L1] Ensure 'Turn off downloading of print drivers over HTTP' is set to 'Enabled'","N/A","Medium","","","1","1"
1008043,"[18.9.20.1.5][MS][2022][DC][v5.0.0][L1] Ensure 'Turn off Internet download for Web publishing and online ordering wizards' is set to 'Enabled'","N/A","Medium","","","1","1"
1008044,"[18.9.24.1][MS][2022][DC][v5.0.0][L1] Ensure 'Enumeration policy for external devices incompatible with Kernel DMA Protection' is set to 'Enabled: Block All'","N/A","Medium","","","1","1"
1008045,"[18.9.27.1][MS][2022][DC][v5.0.0][L1] Ensure 'Allow Custom SSPs and APs to be loaded into LSASS' is set to 'Disabled' (DC only)","N/A","Medium","","","1","1"
1008046,"[18.9.29.1][MS][2022][DC][v5.0.0][L1] Ensure 'Block user from showing account details on sign-in' is set to 'Enabled'","N/A","Medium","","","1","1"
1008047,"[18.9.29.2][MS][2022][DC][v5.0.0][L1] Ensure 'Do not display network selection UI' is set to 'Enabled'","N/A","Medium","","","1","1"
1008048,"[18.9.29.3][MS][2022][DC][v5.0.0][L1] Ensure 'Do not enumerate connected users on domain-joined computers' is set to 'Enabled'","N/A","Medium","","","1","1"
1008049,"[18.9.29.5][MS][2022][DC][v5.0.0][L1] Ensure 'Turn off app notifications on the lock screen' is set to 'Enabled'","N/A","Medium","","","1","1"
1008050,"[18.9.29.6][MS][2022][DC][v5.0.0][L1] Ensure 'Turn on convenience PIN sign-in' is set to 'Disabled'","N/A","Medium","","","1","1"
1008051,"[18.9.3.1][MS][2022][DC][v5.0.0][L1] Ensure 'Include command line in process creation events' is set to 'Enabled'","N/A","Medium","","","1","1"
1008052,"[18.9.35.6.3][MS][2022][DC][v5.0.0][L1] Ensure 'Require a password when a computer wakes (on battery)' is set to 'Enabled'","N/A","Medium","","","1","1"
1008053,"[18.9.35.6.4][MS][2022][DC][v5.0.0][L1] Ensure 'Require a password when a computer wakes (plugged in)' is set to 'Enabled'","N/A","Medium","","","1","1"
1008054,"[18.9.37.1][MS][2022][DC][v5.0.0][L1] Ensure 'Configure Offer Remote Assistance' is set to 'Disabled'","N/A","Medium","","","1","1"
1008055,"[18.9.37.2][MS][2022][DC][v5.0.0][L1] Ensure 'Configure Solicited Remote Assistance' is set to 'Disabled'","N/A","Medium","","","1","1"
1008056,"[18.9.4.1][MS][2022][DC][v5.0.0][L1] Ensure 'Encryption Oracle Remediation' is set to 'Enabled: Force Updated Clients'","N/A","Medium","","","1","1"
1008057,"[18.9.41.1][MS][2022][DC][v5.0.0][L1] Ensure 'Configure validation of ROCA-vulnerable WHfB keys during authentication' is set to 'Enabled: Block' (DC only)","N/A","Medium","","","1","1"
1008058,"[18.9.4.2][MS][2022][DC][v5.0.0][L1] Ensure 'Remote host allows delegation of non-exportable credentials' is set to 'Enabled'","N/A","Medium","","","1","1"
1008059,"[18.9.53.1.1][MS][2022][DC][v5.0.0][L1] Ensure 'Enable Windows NTP Client' is set to 'Enabled'","N/A","Medium","","","1","1"
1008060,"[18.9.7.2][MS][2022][DC][v5.0.0][L1] Ensure 'Prevent automatic download of applications associated with device metadata' is set to 'Enabled'","N/A","Medium","","","1","1"
1008061,"[19.5.1.1][MS][2022][DC][v5.0.0][L1] Ensure 'Turn off toast notifications on the lock screen' is set to 'Enabled'","N/A","Medium","","","1","1"
1008062,"[19.7.26.1][MS][2022][DC][v5.0.0][L1] Ensure 'Prevent users from sharing files within their profile.' is set to 'Enabled'","N/A","Medium","","","1","1"
1008063,"[19.7.5.1][MS][2022][DC][v5.0.0][L1] Ensure 'Do not preserve zone information in file attachments' is set to 'Disabled'","N/A","Medium","","","1","1"
1008064,"[19.7.5.2][MS][2022][DC][v5.0.0][L1] Ensure 'Notify antivirus programs when opening attachments' is set to 'Enabled'","N/A","Medium","","","1","1"
1008065,"[19.7.8.1][MS][2022][DC][v5.0.0][L1] Ensure 'Configure Windows spotlight on lock screen' is set to 'Disabled'","N/A","Medium","","","1","1"
1008066,"[19.7.8.2][MS][2022][DC][v5.0.0][L1] Ensure 'Do not suggest third-party content in Windows spotlight' is set to 'Enabled'","N/A","Medium","","","1","1"
1008067,"[19.7.8.5][MS][2022][DC][v5.0.0][L1] Ensure 'Turn off Spotlight collection on Desktop' is set to 'Enabled'","N/A","Medium","","","1","1"
1008068,"[2.2.1][MS][2022][DC][v5.0.0][L1] Ensure 'Access Credential Manager as a trusted caller' is set to 'No One'","N/A","Medium","","","1","1"
1008069,"[2.2.11][MS][2022][DC][v5.0.0][L1] Ensure 'Back up files and directories' is set to 'Administrators'","N/A","Medium","","","1","1"
1008070,"[2.2.12][MS][2022][DC][v5.0.0][L1] Ensure 'Change the system time' is set to 'Administrators, LOCAL SERVICE'","N/A","Medium","","","1","1"
1008071,"[2.2.13][MS][2022][DC][v5.0.0][L1] Ensure 'Create a pagefile' is set to 'Administrators'","N/A","Medium","","","1","1"
1008072,"[2.2.14][MS][2022][DC][v5.0.0][L1] Ensure 'Create a token object' is set to 'No One'","N/A","Medium","","","1","1"
1008073,"[2.2.15][MS][2022][DC][v5.0.0][L1] Ensure 'Create global objects' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE'","N/A","Medium","","","1","1"
1008074,"[2.2.16][MS][2022][DC][v5.0.0][L1] Ensure 'Create permanent shared objects' is set to 'No One'","N/A","Medium","","","1","1"
1008075,"[2.2.17][MS][2022][DC][v5.0.0][L1] Ensure 'Create symbolic links' is set to 'Administrators' (DC only)","N/A","Medium","","","1","1"
1008076,"[2.2.19][MS][2022][DC][v5.0.0][L1] Ensure 'Debug programs' is set to 'Administrators'","N/A","Medium","","","1","1"
1008077,"[2.2.2][MS][2022][DC][v5.0.0][L1] Ensure 'Access this computer from the network' is set to 'Administrators, Authenticated Users, ENTERPRISE DOMAIN CONTROLLERS' (DC only)","N/A","Medium","","","1","1"
1008078,"[2.2.20][MS][2022][DC][v5.0.0][L1] Ensure 'Deny access to this computer from the network' to include 'Guests' (DC only)","N/A","Medium","","","1","1"
1008079,"[2.2.22][MS][2022][DC][v5.0.0][L1] Ensure 'Deny log on as a batch job' to include 'Guests'","N/A","Medium","","","1","1"
1008080,"[2.2.23][MS][2022][DC][v5.0.0][L1] Ensure 'Deny log on as a service' to include 'Guests'","N/A","Medium","","","1","1"
1008081,"[2.2.24][MS][2022][DC][v5.0.0][L1] Ensure 'Deny log on locally' to include 'Guests'","N/A","Medium","","","1","1"
1008082,"[2.2.25][MS][2022][DC][v5.0.0][L1] Ensure 'Deny log on through Remote Desktop Services' to include 'Guests' (DC only)","N/A","Medium","","","1","1"
1008083,"[2.2.27][MS][2022][DC][v5.0.0][L1] Ensure 'Enable computer and user accounts to be trusted for delegation' is set to 'Administrators' (DC only)","N/A","Medium","","","1","1"
1008084,"[2.2.29][MS][2022][DC][v5.0.0][L1] Ensure 'Force shutdown from a remote system' is set to 'Administrators'","N/A","Medium","","","1","1"
1008085,"[2.2.30][MS][2022][DC][v5.0.0][L1] Ensure 'Generate security audits' is set to 'LOCAL SERVICE, NETWORK SERVICE'","N/A","Medium","","","1","1"
1008086,"[2.2.31][MS][2022][DC][v5.0.0][L1] Ensure 'Impersonate a client after authentication' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE' (DC only)","N/A","Medium","","","1","1"
1008087,"[2.2.33][MS][2022][DC][v5.0.0][L1] Ensure 'Increase scheduling priority' is set to 'Administrators, Window Manager\\Window Manager Group'","N/A","Medium","","","1","1"
1008088,"[2.2.34][MS][2022][DC][v5.0.0][L1] Ensure 'Load and unload device drivers' is set to 'Administrators'","N/A","Medium","","","1","1"
1008089,"[2.2.35][MS][2022][DC][v5.0.0][L1] Ensure 'Lock pages in memory' is set to 'No One'","N/A","Medium","","","1","1"
1008090,"[2.2.37][MS][2022][DC][v5.0.0][L1] Ensure 'Manage auditing and security log' is set to 'Administrators' (DC only)","N/A","Medium","","","1","1"
1008091,"[2.2.39][MS][2022][DC][v5.0.0][L1] Ensure 'Modify an object label' is set to 'No One'","N/A","Medium","","","1","1"
1008092,"[2.2.4][MS][2022][DC][v5.0.0][L1] Ensure 'Act as part of the operating system' is set to 'No One'","N/A","Medium","","","1","1"
1008093,"[2.2.40][MS][2022][DC][v5.0.0][L1] Ensure 'Modify firmware environment values' is set to 'Administrators'","N/A","Medium","","","1","1"
1008094,"[2.2.41][MS][2022][DC][v5.0.0][L1] Ensure 'Perform volume maintenance tasks' is set to 'Administrators'","N/A","Medium","","","1","1"
1008095,"[2.2.42][MS][2022][DC][v5.0.0][L1] Ensure 'Profile single process' is set to 'Administrators'","N/A","Medium","","","1","1"
1008096,"[2.2.43][MS][2022][DC][v5.0.0][L1] Ensure 'Profile system performance' is set to 'Administrators, NT SERVICE\\WdiServiceHost'","N/A","Medium","","","1","1"
1008097,"[2.2.44][MS][2022][DC][v5.0.0][L1] Ensure 'Replace a process level token' is set to 'LOCAL SERVICE, NETWORK SERVICE'","N/A","Medium","","","1","1"
1008098,"[2.2.45][MS][2022][DC][v5.0.0][L1] Ensure 'Restore files and directories' is set to 'Administrators'","N/A","Medium","","","1","1"
1008099,"[2.2.46][MS][2022][DC][v5.0.0][L1] Ensure 'Shut down the system' is set to 'Administrators'","N/A","Medium","","","1","1"
1008100,"[2.2.47][MS][2022][DC][v5.0.0][L1] Ensure 'Synchronize directory service data' is set to 'No One' (DC only)","N/A","Medium","","","1","1"
1008101,"[2.2.48][MS][2022][DC][v5.0.0][L1] Ensure 'Take ownership of files or other objects' is set to 'Administrators'","N/A","Medium","","","1","1"
1008102,"[2.2.5][MS][2022][DC][v5.0.0][L1] Ensure 'Add workstations to domain' is set to 'Administrators' (DC only)","N/A","Medium","","","1","1"
1008103,"[2.2.6][MS][2022][DC][v5.0.0][L1] Ensure 'Adjust memory quotas for a process' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE'","N/A","Medium","","","1","1"
1008104,"[2.2.7][MS][2022][DC][v5.0.0][L1] Ensure 'Allow log on locally' is set to 'Administrators, ENTERPRISE DOMAIN CONTROLLERS' (DC only)","N/A","Medium","","","1","1"
1008105,"[2.2.9][MS][2022][DC][v5.0.0][L1] Ensure 'Allow log on through Remote Desktop Services' is set to 'Administrators' (DC only)","N/A","Medium","","","1","1"
1008106,"[2.3.10.1][MS][2022][DC][v5.0.0][L1] Ensure 'Network access: Allow anonymous SID/Name translation' is set to 'Disabled'","N/A","Medium","","","1","1"
1008107,"[2.3.10.10][MS][2022][DC][v5.0.0][L1] Ensure 'Network access: Restrict anonymous access to Named Pipes and Shares' is set to 'Enabled'","N/A","Medium","","","1","1"
1008108,"[2.3.10.12][MS][2022][DC][v5.0.0][L1] Ensure 'Network access: Shares that can be accessed anonymously' is set to 'None'","N/A","Medium","","","1","1"
1008109,"[2.3.10.13][MS][2022][DC][v5.0.0][L1] Ensure 'Network access: Sharing and security model for local accounts' is set to 'Classic - local users authenticate as themselves'","N/A","Medium","","","1","1"
1008110,"[2.3.10.5][MS][2022][DC][v5.0.0][L1] Ensure 'Network access: Let Everyone permissions apply to anonymous users' is set to 'Disabled'","N/A","Medium","","","1","1"
1008111,"[2.3.10.6][MS][2022][DC][v5.0.0][L1] Ensure 'Network access: Named Pipes that can be accessed anonymously' is configured (DC only)","N/A","Medium","","","1","1"
1008112,"[2.3.10.8][MS][2022][DC][v5.0.0][L1] Ensure 'Network access: Remotely accessible registry paths' is configured","N/A","Medium","","","1","1"
1008113,"[2.3.10.9][MS][2022][DC][v5.0.0][L1] Ensure 'Network access: Remotely accessible registry paths and sub-paths' is configured","N/A","Medium","","","1","1"
1008114,"[2.3.11.1][MS][2022][DC][v5.0.0][L1] Ensure 'Network security: Allow Local System to use computer identity for NTLM' is set to 'Enabled'","N/A","Medium","","","1","1"
1008115,"[2.3.11.10][MS][2022][DC][v5.0.0][L1] Ensure 'Network security: Minimum session security for NTLM SSP based (including secure RPC) servers' is set to 'Require NTLMv2 session security, Require 128-bit encryption'","N/A","Medium","","","1","1"
1008116,"[2.3.11.11][MS][2022][DC][v5.0.0][L1] Ensure 'Network security: Restrict NTLM: Audit Incoming NTLM Traffic' is set to 'Enable auditing for all accounts'","N/A","Medium","","","1","1"
1008117,"[2.3.11.12][MS][2022][DC][v5.0.0][L1] Ensure 'Network security: Restrict NTLM: Audit NTLM authentication in this domain' is set to 'Enable all' (DC only)","N/A","Medium","","","1","1"
1008118,"[2.3.11.13][MS][2022][DC][v5.0.0][L1] Ensure 'Network security: Restrict NTLM: Outgoing NTLM traffic to remote servers' is set to 'Audit all' or higher","N/A","Medium","","","1","1"
1008119,"[2.3.11.2][MS][2022][DC][v5.0.0][L1] Ensure 'Network security: Allow LocalSystem NULL session fallback' is set to 'Disabled'","N/A","Medium","","","1","1"
1008120,"[2.3.11.3][MS][2022][DC][v5.0.0][L1] Ensure 'Network Security: Allow PKU2U authentication requests to this computer to use online identities' is set to 'Disabled'","N/A","Medium","","","1","1"
1008121,"[2.3.11.4][MS][2022][DC][v5.0.0][L1] Ensure 'Network security: Configure encryption types allowed for Kerberos' is set to 'AES128_HMAC_SHA1, AES256_HMAC_SHA1, Future encryption types'","N/A","Medium","","","1","1"
1008122,"[2.3.11.5][MS][2022][DC][v5.0.0][L1] Ensure 'Network security: Do not store LAN Manager hash value on next password change' is set to 'Enabled'","N/A","Medium","","","1","1"
1008123,"[2.3.11.6][MS][2022][DC][v5.0.0][L1] Ensure 'Network security: Force logoff when logon hours expire' is set to 'Enabled'","N/A","Medium","","","1","1"
1008124,"[2.3.11.7][MS][2022][DC][v5.0.0][L1] Ensure 'Network security: LAN Manager authentication level' is set to 'Send NTLMv2 response only. Refuse LM & NTLM'","N/A","Medium","","","1","1"
1008125,"[2.3.11.8][MS][2022][DC][v5.0.0][L1] Ensure 'Network security: LDAP client signing requirements' is set to 'Negotiate signing' or higher","N/A","Medium","","","1","1"
1008126,"[2.3.11.9][MS][2022][DC][v5.0.0][L1] Ensure 'Network security: Minimum session security for NTLM SSP based (including secure RPC) clients' is set to 'Require NTLMv2 session security, Require 128-bit encryption'","N/A","Medium","","","1","1"
1008127,"[2.3.1.2][MS][2022][DC][v5.0.0][L1] Ensure 'Accounts: Limit local account use of blank passwords to console logon only' is set to 'Enabled'","N/A","Medium","","","1","1"
1008128,"[2.3.1.3][MS][2022][DC][v5.0.0][L1] Configure 'Accounts: Rename administrator account'","N/A","Medium","","","1","1"
1008129,"[2.3.13.1][MS][2022][DC][v5.0.0][L1] Ensure 'Shutdown: Allow system to be shut down without having to log on' is set to 'Disabled'","N/A","Medium","","","1","1"
1008130,"[2.3.1.4][MS][2022][DC][v5.0.0][L1] Configure 'Accounts: Rename guest account'","N/A","Medium","","","1","1"
1008131,"[2.3.15.1][MS][2022][DC][v5.0.0][L1] Ensure 'System objects: Require case insensitivity for non-Windows subsystems' is set to 'Enabled'","N/A","Medium","","","1","1"
1008132,"[2.3.15.2][MS][2022][DC][v5.0.0][L1] Ensure 'System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links)' is set to 'Enabled'","N/A","Medium","","","1","1"
1008133,"[2.3.17.1][MS][2022][DC][v5.0.0][L1] Ensure 'User Account Control: Admin Approval Mode for the Built-in Administrator account' is set to 'Enabled'","N/A","Medium","","","1","1"
1008134,"[2.3.17.2][MS][2022][DC][v5.0.0][L1] Ensure 'User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode' is set to 'Prompt for consent on the secure desktop' or higher","N/A","Medium","","","1","1"
1008135,"[2.3.17.3][MS][2022][DC][v5.0.0][L1] Ensure 'User Account Control: Behavior of the elevation prompt for standard users' is set to 'Automatically deny elevation requests'","N/A","Medium","","","1","1"
1008136,"[2.3.17.4][MS][2022][DC][v5.0.0][L1] Ensure 'User Account Control: Detect application installations and prompt for elevation' is set to 'Enabled'","N/A","Medium","","","1","1"
1008137,"[2.3.17.5][MS][2022][DC][v5.0.0][L1] Ensure 'User Account Control: Only elevate UIAccess applications that are installed in secure locations' is set to 'Enabled'","N/A","Medium","","","1","1"
1008138,"[2.3.17.6][MS][2022][DC][v5.0.0][L1] Ensure 'User Account Control: Run all administrators in Admin Approval Mode' is set to 'Enabled'","N/A","Medium","","","1","1"
1008139,"[2.3.17.7][MS][2022][DC][v5.0.0][L1] Ensure 'User Account Control: Switch to the secure desktop when prompting for elevation' is set to 'Enabled'","N/A","Medium","","","1","1"
1008140,"[2.3.17.8][MS][2022][DC][v5.0.0][L1] Ensure 'User Account Control: Virtualize file and registry write failures to per-user locations' is set to 'Enabled'","N/A","Medium","","","1","1"
1008141,"[2.3.2.1][MS][2022][DC][v5.0.0][L1] Ensure 'Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings' is set to 'Enabled'","N/A","Medium","","","1","1"
1008142,"[2.3.2.2][MS][2022][DC][v5.0.0][L1] Ensure 'Audit: Shut down system immediately if unable to log security audits' is set to 'Disabled'","N/A","Medium","","","1","1"
1008143,"[2.3.4.1][MS][2022][DC][v5.0.0][L1] Ensure 'Devices: Prevent users from installing printer drivers' is set to 'Enabled'","N/A","Medium","","","1","1"
1008144,"[2.3.5.1][MS][2022][DC][v5.0.0][L1] Ensure 'Domain controller: Allow server operators to schedule tasks' is set to 'Disabled' (DC only)","N/A","Medium","","","1","1"
1008145,"[2.3.5.2][MS][2022][DC][v5.0.0][L1] Ensure 'Domain controller: Allow vulnerable Netlogon secure channel connections' is set to 'Not Configured' (DC Only)","N/A","Medium","","","1","1"
1008146,"[2.3.5.3][MS][2022][DC][v5.0.0][L1] Ensure 'Domain controller: LDAP server channel binding token requirements' is set to 'Always' (DC Only)","N/A","Medium","","","1","1"
1008147,"[2.3.5.4][MS][2022][DC][v5.0.0][L1] Ensure 'Domain controller: LDAP server signing requirements' is set to 'Require signing' (DC only)","N/A","Medium","","","1","1"
1008148,"[2.3.5.5][MS][2022][DC][v5.0.0][L1] Ensure 'Domain controller: Refuse machine account password changes' is set to 'Disabled' (DC only)","N/A","Medium","","","1","1"
1008149,"[2.3.6.1][MS][2022][DC][v5.0.0][L1] Ensure 'Domain member: Digitally encrypt or sign secure channel data (always)' is set to 'Enabled'","N/A","Medium","","","1","1"
1008150,"[2.3.6.2][MS][2022][DC][v5.0.0][L1] Ensure 'Domain member: Digitally encrypt secure channel data (when possible)' is set to 'Enabled'","N/A","Medium","","","1","1"
1008151,"[2.3.6.3][MS][2022][DC][v5.0.0][L1] Ensure 'Domain member: Digitally sign secure channel data (when possible)' is set to 'Enabled'","N/A","Medium","","","1","1"
1008152,"[2.3.6.4][MS][2022][DC][v5.0.0][L1] Ensure 'Domain member: Disable machine account password changes' is set to 'Disabled'","N/A","Medium","","","1","1"
1008153,"[2.3.6.5][MS][2022][DC][v5.0.0][L1] Ensure 'Domain member: Maximum machine account password age' is set to '30 or fewer days, but not 0'","N/A","Medium","","","1","1"
1008154,"[2.3.6.6][MS][2022][DC][v5.0.0][L1] Ensure 'Domain member: Require strong (Windows 2000 or later) session key' is set to 'Enabled'","N/A","Medium","","","1","1"
1008155,"[2.3.7.2][MS][2022][DC][v5.0.0][L1] Ensure 'Interactive logon: Don't display last signed-in' is set to 'Enabled'","N/A","Medium","","","1","1"
1008156,"[2.3.7.3][MS][2022][DC][v5.0.0][L1] Ensure 'Interactive logon: Machine inactivity limit' is set to '900 or fewer second(s), but not 0'","N/A","Medium","","","1","1"
