Plugin,"Plugin Name","Family","Severity","VPR","EPSS","Host Total","Total"
1007384,"[18.10.16.6][MS][2019][DC][v4.0.0][L1] Ensure 'Limit Diagnostic Log Collection' is set to 'Enabled'","N/A","Medium","","","1","1"
1007385,"[18.10.16.7][MS][2019][DC][v4.0.0][L1] Ensure 'Limit Dump Collection' is set to 'Enabled'","N/A","Medium","","","1","1"
1007386,"[18.10.18.2][MS][2019][DC][v4.0.0][L1] Ensure 'Enable App Installer Experimental Features' is set to 'Disabled'","N/A","Medium","","","1","1"
1007387,"[18.10.18.3][MS][2019][DC][v4.0.0][L1] Ensure 'Enable App Installer Hash Override' is set to 'Disabled'","N/A","Medium","","","1","1"
1007388,"[18.10.18.4][MS][2019][DC][v4.0.0][L1] Ensure 'Enable App Installer Local Archive Malware Scan Override' is set to 'Disabled'","N/A","Medium","","","1","1"
1007389,"[18.10.18.5][MS][2019][DC][v4.0.0][L1] Ensure 'Enable App Installer ms-appinstaller protocol' is set to 'Disabled'","N/A","Medium","","","1","1"
1007390,"[18.10.18.6][MS][2019][DC][v4.0.0][L1] Ensure 'Enable App Installer Microsoft Store Source Certificate Validation Bypass' is set to 'Disabled'","N/A","Medium","","","1","1"
1007391,"[18.10.26.1.1][MS][2019][DC][v4.0.0][L1] Ensure 'Application: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","N/A","Medium","","","1","1"
1007392,"[18.10.26.1.2][MS][2019][DC][v4.0.0][L1] Ensure 'Application: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'","N/A","Medium","","","1","1"
1007393,"[18.10.26.2.1][MS][2019][DC][v4.0.0][L1] Ensure 'Security: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","N/A","Medium","","","1","1"
1007394,"[18.10.26.2.2][MS][2019][DC][v4.0.0][L1] Ensure 'Security: Specify the maximum log file size (KB)' is set to 'Enabled: 196,608 or greater'","N/A","Medium","","","1","1"
1007395,"[18.10.26.3.1][MS][2019][DC][v4.0.0][L1] Ensure 'Setup: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","N/A","Medium","","","1","1"
1007396,"[18.10.26.3.2][MS][2019][DC][v4.0.0][L1] Ensure 'Setup: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'","N/A","Medium","","","1","1"
1007397,"[18.10.26.4.1][MS][2019][DC][v4.0.0][L1] Ensure 'System: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'","N/A","Medium","","","1","1"
1007398,"[18.10.26.4.2][MS][2019][DC][v4.0.0][L1] Ensure 'System: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'","N/A","Medium","","","1","1"
1007399,"[18.10.29.2][MS][2019][DC][v4.0.0][L1] Ensure 'Do not apply the Mark of the Web tag to files copied from insecure sources' is set to 'Disabled'","N/A","Medium","","","1","1"
1007400,"[18.10.29.3][MS][2019][DC][v4.0.0][L1] Ensure 'Turn off Data Execution Prevention for Explorer' is set to 'Disabled'","N/A","Medium","","","1","1"
1007401,"[18.10.29.4][MS][2019][DC][v4.0.0][L1] Ensure 'Turn off heap termination on corruption' is set to 'Disabled'","N/A","Medium","","","1","1"
1007402,"[18.10.29.5][MS][2019][DC][v4.0.0][L1] Ensure 'Turn off shell protocol protected mode' is set to 'Disabled'","N/A","Medium","","","1","1"
1007403,"[18.10.42.1][MS][2019][DC][v4.0.0][L1] Ensure 'Block all consumer Microsoft account user authentication' is set to 'Enabled'","N/A","Medium","","","1","1"
1007404,"[18.10.51.1][MS][2019][DC][v4.0.0][L1] Ensure 'Prevent the usage of OneDrive for file storage' is set to 'Enabled'","N/A","Medium","","","1","1"
1007405,"[18.10.57.2.2][MS][2019][DC][v4.0.0][L1] Ensure 'Do not allow passwords to be saved' is set to 'Enabled'","N/A","Medium","","","1","1"
1007406,"[18.10.57.3.11.1][MS][2019][DC][v4.0.0][L1] Ensure 'Do not delete temp folders upon exit' is set to 'Disabled'","N/A","Medium","","","1","1"
1007407,"[18.10.57.3.11.2][MS][2019][DC][v4.0.0][L1] Ensure 'Do not use temporary folders per session' is set to 'Disabled'","N/A","Medium","","","1","1"
1007408,"[18.10.57.3.3.2][MS][2019][DC][v4.0.0][L1] Ensure 'Do not allow drive redirection' is set to 'Enabled'","N/A","Medium","","","1","1"
1007409,"[18.10.57.3.9.1][MS][2019][DC][v4.0.0][L1] Ensure 'Always prompt for password upon connection' is set to 'Enabled'","N/A","Medium","","","1","1"
1007410,"[18.10.57.3.9.2][MS][2019][DC][v4.0.0][L1] Ensure 'Require secure RPC communication' is set to 'Enabled'","N/A","Medium","","","1","1"
1007411,"[18.10.57.3.9.3][MS][2019][DC][v4.0.0][L1] Ensure 'Require use of specific security layer for remote (RDP) connections' is set to 'Enabled: SSL'","N/A","Medium","","","1","1"
1007412,"[18.10.57.3.9.4][MS][2019][DC][v4.0.0][L1] Ensure 'Require user authentication for remote connections by using Network Level Authentication' is set to 'Enabled'","N/A","Medium","","","1","1"
1007413,"[18.10.57.3.9.5][MS][2019][DC][v4.0.0][L1] Ensure 'Set client connection encryption level' is set to 'Enabled: High Level'","N/A","Medium","","","1","1"
1007414,"[18.10.58.1][MS][2019][DC][v4.0.0][L1] Ensure 'Prevent downloading of enclosures' is set to 'Enabled'","N/A","Medium","","","1","1"
1007415,"[18.10.58.2][MS][2019][DC][v4.0.0][L1] Ensure 'Turn on Basic feed authentication over HTTP' is set to 'Disabled'","N/A","Medium","","","1","1"
1007416,"[18.10.59.3][MS][2019][DC][v4.0.0][L1] Ensure 'Allow indexing of encrypted files' is set to 'Disabled'","N/A","Medium","","","1","1"
1007417,"[18.10.6.1][MS][2019][DC][v4.0.0][L1] Ensure 'Allow Microsoft accounts to be optional' is set to 'Enabled'","N/A","Medium","","","1","1"
1007418,"[18.10.76.2.1][MS][2019][DC][v4.0.0][L1] Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass'","N/A","Medium","","","1","1"
1007419,"[18.10.80.2][MS][2019][DC][v4.0.0][L1] Ensure 'Allow Windows Ink Workspace' is set to 'Enabled: On, but disallow access above lock' OR 'Enabled: Disabled'","N/A","Medium","","","1","1"
1007420,"[18.10.8.1][MS][2019][DC][v4.0.0][L1] Ensure 'Disallow Autoplay for non-volume devices' is set to 'Enabled'","N/A","Medium","","","1","1"
1007421,"[18.10.81.1][MS][2019][DC][v4.0.0][L1] Ensure 'Allow user control over installs' is set to 'Disabled'","N/A","Medium","","","1","1"
1007422,"[18.10.81.2][MS][2019][DC][v4.0.0][L1] Ensure 'Always install with elevated privileges' is set to 'Disabled'","N/A","Medium","","","1","1"
1007423,"[18.10.8.2][MS][2019][DC][v4.0.0][L1] Ensure 'Set the default behavior for AutoRun' is set to 'Enabled: Do not execute any autorun commands'","N/A","Medium","","","1","1"
1007424,"[18.10.82.1][MS][2019][DC][v4.0.0][L1] Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled'","N/A","Medium","","","1","1"
1007425,"[18.10.8.3][MS][2019][DC][v4.0.0][L1] Ensure 'Turn off Autoplay' is set to 'Enabled: All drives'","N/A","Medium","","","1","1"
1007426,"[18.10.89.1.1][MS][2019][DC][v4.0.0][L1] Ensure 'Allow Basic authentication' is set to 'Disabled'","N/A","Medium","","","1","1"
1007427,"[18.10.89.1.2][MS][2019][DC][v4.0.0][L1] Ensure 'Allow unencrypted traffic' is set to 'Disabled'","N/A","Medium","","","1","1"
1007428,"[18.10.89.1.3][MS][2019][DC][v4.0.0][L1] Ensure 'Disallow Digest authentication' is set to 'Enabled'","N/A","Medium","","","1","1"
1007429,"[18.10.89.2.1][MS][2019][DC][v4.0.0][L1] Ensure 'Allow Basic authentication' is set to 'Disabled'","N/A","Medium","","","1","1"
1007430,"[18.10.89.2.3][MS][2019][DC][v4.0.0][L1] Ensure 'Allow unencrypted traffic' is set to 'Disabled'","N/A","Medium","","","1","1"
1007431,"[18.10.89.2.4][MS][2019][DC][v4.0.0][L1] Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled'","N/A","Medium","","","1","1"
1007432,"[18.10.9.1.1][MS][2019][DC][v4.0.0][L1] Ensure 'Configure enhanced anti-spoofing' is set to 'Enabled'","N/A","Medium","","","1","1"
1007433,"[18.10.92.2.1][MS][2019][DC][v4.0.0][L1] Ensure 'Prevent users from modifying settings' is set to 'Enabled'","N/A","Medium","","","1","1"
1007434,"[18.10.93.1.1][MS][2019][DC][v4.0.0][L1] Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled'","N/A","Medium","","","1","1"
1007435,"[18.10.93.2.1][MS][2019][DC][v4.0.0][L1] Ensure 'Configure Automatic Updates' is set to 'Enabled'","N/A","Medium","","","1","1"
1007436,"[18.10.93.2.2][MS][2019][DC][v4.0.0][L1] Ensure 'Configure Automatic Updates: Scheduled install day' is set to '0 - Every day'","N/A","Medium","","","1","1"
1007437,"[18.10.93.4.1][MS][2019][DC][v4.0.0][L1] Ensure 'Manage preview builds' is set to 'Disabled'","N/A","Medium","","","1","1"
1007438,"[18.10.93.4.2][MS][2019][DC][v4.0.0][L1] Ensure 'Select when Preview Builds and Feature Updates are received' is set to 'Enabled: 180 or more days'","N/A","Medium","","","1","1"
1007439,"[18.10.93.4.3][MS][2019][DC][v4.0.0][L1] Ensure 'Select when Quality Updates are received' is set to 'Enabled: 0 days'","N/A","Medium","","","1","1"
1007440,"[18.1.1.1][MS][2019][DC][v4.0.0][L1] Ensure 'Prevent enabling lock screen camera' is set to 'Enabled'","N/A","Medium","","","1","1"
1007441,"[18.1.1.2][MS][2019][DC][v4.0.0][L1] Ensure 'Prevent enabling lock screen slide show' is set to 'Enabled'","N/A","Medium","","","1","1"
1007442,"[18.1.2.2][MS][2019][DC][v4.0.0][L1] Ensure 'Allow users to enable online speech recognition services' is set to 'Disabled'","N/A","Medium","","","1","1"
1007443,"[18.4.2][MS][2019][DC][v4.0.0][L1] Ensure 'Configure SMB v1 client driver' is set to 'Enabled: Disable driver (recommended)'","N/A","Medium","","","1","1"
1007444,"[18.4.3][MS][2019][DC][v4.0.0][L1] Ensure 'Configure SMB v1 server' is set to 'Disabled'","N/A","Medium","","","1","1"
1007445,"[18.4.4][MS][2019][DC][v4.0.0][L1] Ensure 'Enable Certificate Padding' is set to 'Enabled'","N/A","Medium","","","1","1"
1007446,"[18.4.5][MS][2019][DC][v4.0.0][L1] Ensure 'Enable Structured Exception Handling Overwrite Protection (SEHOP)' is set to 'Enabled'","N/A","Medium","","","1","1"
1007447,"[18.4.6][MS][2019][DC][v4.0.0][L1] Ensure 'LSA Protection' is set to 'Enabled'","N/A","Medium","","","1","1"
1007448,"[18.4.7][MS][2019][DC][v4.0.0][L1] Ensure 'NetBT NodeType configuration' is set to 'Enabled: P-node (recommended)'","N/A","Medium","","","1","1"
1007449,"[18.4.8][MS][2019][DC][v4.0.0][L1] Ensure 'WDigest Authentication' is set to 'Disabled'","N/A","Medium","","","1","1"
1007450,"[18.5.1][MS][2019][DC][v4.0.0][L1] Ensure 'MSS: (AutoAdminLogon) Enable Automatic Logon' is set to 'Disabled'","N/A","Medium","","","1","1"
1007451,"[18.5.12][MS][2019][DC][v4.0.0][L1] Ensure 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' is set to 'Enabled: 90% or less'","N/A","Medium","","","1","1"
1007452,"[18.5.2][MS][2019][DC][v4.0.0][L1] Ensure 'MSS: (DisableIPSourceRouting IPv6) IP source routing protection level' is set to 'Enabled: Highest protection, source routing is completely disabled'","N/A","Medium","","","1","1"
1007453,"[18.5.3][MS][2019][DC][v4.0.0][L1] Ensure 'MSS: (DisableIPSourceRouting) IP source routing protection level' is set to 'Enabled: Highest protection, source routing is completely disabled'","N/A","Medium","","","1","1"
1007454,"[18.5.4][MS][2019][DC][v4.0.0][L1] Ensure 'MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes' is set to 'Disabled'","N/A","Medium","","","1","1"
1007455,"[18.5.6][MS][2019][DC][v4.0.0][L1] Ensure 'MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers' is set to 'Enabled'","N/A","Medium","","","1","1"
1007456,"[18.5.8][MS][2019][DC][v4.0.0][L1] Ensure 'MSS: (SafeDllSearchMode) Enable Safe DLL search mode' is set to 'Enabled'","N/A","Medium","","","1","1"
1007457,"[18.5.9][MS][2019][DC][v4.0.0][L1] Ensure 'MSS: (ScreenSaverGracePeriod) The time in seconds before the screen saver grace period expires' is set to 'Enabled: 5 or fewer seconds'","N/A","Medium","","","1","1"
1007458,"[18.6.11.2][MS][2019][DC][v4.0.0][L1] Ensure 'Prohibit installation and configuration of Network Bridge on your DNS domain network' is set to 'Enabled'","N/A","Medium","","","1","1"
1007459,"[18.6.11.3][MS][2019][DC][v4.0.0][L1] Ensure 'Prohibit use of Internet Connection Sharing on your DNS domain network' is set to 'Enabled'","N/A","Medium","","","1","1"
1007460,"[18.6.11.4][MS][2019][DC][v4.0.0][L1] Ensure 'Require domain users to elevate when setting a network's location' is set to 'Enabled'","N/A","Medium","","","1","1"
1007462,"[18.6.21.1][MS][2019][DC][v4.0.0][L1] Ensure 'Minimize the number of simultaneous connections to the Internet or a Windows Domain' is set to 'Enabled: 3 = Prevent Wi-Fi when on Ethernet'","N/A","Medium","","","1","1"
1007463,"[18.6.4.1][MS][2019][DC][v4.0.0][L1] Ensure 'Configure multicast DNS (mDNS) protocol' is set to 'Disabled'","N/A","Medium","","","1","1"
1007464,"[18.6.4.2][MS][2019][DC][v4.0.0][L1] Ensure 'Configure NetBIOS settings' is set to 'Enabled: Disable NetBIOS name resolution on public networks'","N/A","Medium","","","1","1"
1007465,"[18.6.4.4][MS][2019][DC][v4.0.0][L1] Ensure 'Turn off multicast name resolution' is set to 'Enabled'","N/A","Medium","","","1","1"
1007466,"[18.6.8.1][MS][2019][DC][v4.0.0][L1] Ensure 'Enable insecure guest logons' is set to 'Disabled'","N/A","Medium","","","1","1"
1007467,"[18.7.1][MS][2019][DC][v4.0.0][L1] Ensure 'Allow Print Spooler to accept client connections' is set to 'Disabled'","N/A","Medium","","","1","1"
1007468,"[18.7.10][MS][2019][DC][v4.0.0][L1] Ensure 'Manage processing of Queue-specific files' is set to 'Enabled: Limit Queue-specific files to Color profiles'","N/A","Medium","","","1","1"
1007469,"[18.7.11][MS][2019][DC][v4.0.0][L1] Ensure 'Point and Print Restrictions: When installing drivers for a new connection' is set to 'Enabled: Show warning and elevation prompt'","N/A","Medium","","","1","1"
1007470,"[18.7.12][MS][2019][DC][v4.0.0][L1] Ensure 'Point and Print Restrictions: When updating drivers for an existing connection' is set to 'Enabled: Show warning and elevation prompt'","N/A","Medium","","","1","1"
1007471,"[18.7.2][MS][2019][DC][v4.0.0][L1] Ensure 'Configure Redirection Guard' is set to 'Enabled: Redirection Guard Enabled'","N/A","Medium","","","1","1"
1007472,"[18.7.3][MS][2019][DC][v4.0.0][L1] Ensure 'Configure RPC connection settings: Protocol to use for outgoing RPC connections' is set to 'Enabled: RPC over TCP'","N/A","Medium","","","1","1"
1007473,"[18.7.4][MS][2019][DC][v4.0.0][L1] Ensure 'Configure RPC connection settings: Use authentication for outgoing RPC connections' is set to 'Enabled: Default'","N/A","Medium","","","1","1"
1007474,"[18.7.5][MS][2019][DC][v4.0.0][L1] Ensure 'Configure RPC listener settings: Protocols to allow for incoming RPC connections' is set to 'Enabled: RPC over TCP'","N/A","Medium","","","1","1"
1007475,"[18.7.6][MS][2019][DC][v4.0.0][L1] Ensure 'Configure RPC listener settings: Authentication protocol to use for incoming RPC connections:' is set to 'Enabled: Negotiate' or higher","N/A","Medium","","","1","1"
1007476,"[18.7.7][MS][2019][DC][v4.0.0][L1] Ensure 'Configure RPC over TCP port' is set to 'Enabled: 0'","N/A","Medium","","","1","1"
1007477,"[18.7.8][MS][2019][DC][v4.0.0][L1] Ensure 'Configure RPC packet level privacy setting for incoming connections' is set to 'Enabled'","N/A","Medium","","","1","1"
1007478,"[18.7.9][MS][2019][DC][v4.0.0][L1] Ensure 'Limits print driver installation to Administrators' is set to 'Enabled'","N/A","Medium","","","1","1"
1007479,"[18.9.13.1][MS][2019][DC][v4.0.0][L1] Ensure 'Boot-Start Driver Initialization Policy' is set to 'Enabled: Good, unknown and bad but critical'","N/A","Medium","","","1","1"
1007480,"[18.9.19.2][MS][2019][DC][v4.0.0][L1] Ensure 'Configure registry policy processing: Do not apply during periodic background processing' is set to 'Enabled: FALSE'","N/A","Medium","","","1","1"
1007481,"[18.9.19.3][MS][2019][DC][v4.0.0][L1] Ensure 'Configure registry policy processing: Process even if the Group Policy objects have not changed' is set to 'Enabled: TRUE'","N/A","Medium","","","1","1"
1007482,"[18.9.19.4][MS][2019][DC][v4.0.0][L1] Ensure 'Configure security policy processing: Do not apply during periodic background processing' is set to 'Enabled: FALSE'","N/A","Medium","","","1","1"
1007483,"[18.9.19.5][MS][2019][DC][v4.0.0][L1] Ensure 'Configure security policy processing: Process even if the Group Policy objects have not changed' is set to 'Enabled: TRUE'","N/A","Medium","","","1","1"
1007484,"[18.9.19.6][MS][2019][DC][v4.0.0][L1] Ensure 'Continue experiences on this device' is set to 'Disabled'","N/A","Medium","","","1","1"
1007485,"[18.9.19.7][MS][2019][DC][v4.0.0][L1] Ensure 'Turn off background refresh of Group Policy' is set to 'Disabled'","N/A","Medium","","","1","1"
1007486,"[18.9.20.1.1][MS][2019][DC][v4.0.0][L1] Ensure 'Turn off downloading of print drivers over HTTP' is set to 'Enabled'","N/A","Medium","","","1","1"
1007487,"[18.9.20.1.5][MS][2019][DC][v4.0.0][L1] Ensure 'Turn off Internet download for Web publishing and online ordering wizards' is set to 'Enabled'","N/A","Medium","","","1","1"
1007488,"[18.9.24.1][MS][2019][DC][v4.0.0][L1] Ensure 'Enumeration policy for external devices incompatible with Kernel DMA Protection' is set to 'Enabled: Block All'","N/A","Medium","","","1","1"
1007489,"[18.9.28.1][MS][2019][DC][v4.0.0][L1] Ensure 'Block user from showing account details on sign-in' is set to 'Enabled'","N/A","Medium","","","1","1"
1007490,"[18.9.28.2][MS][2019][DC][v4.0.0][L1] Ensure 'Do not display network selection UI' is set to 'Enabled'","N/A","Medium","","","1","1"
1007491,"[18.9.28.3][MS][2019][DC][v4.0.0][L1] Ensure 'Do not enumerate connected users on domain-joined computers' is set to 'Enabled'","N/A","Medium","","","1","1"
1007492,"[18.9.28.5][MS][2019][DC][v4.0.0][L1] Ensure 'Turn off app notifications on the lock screen' is set to 'Enabled'","N/A","Medium","","","1","1"
1007493,"[18.9.28.6][MS][2019][DC][v4.0.0][L1] Ensure 'Turn off picture password sign-in' is set to 'Enabled'","N/A","Medium","","","1","1"
1007494,"[18.9.28.7][MS][2019][DC][v4.0.0][L1] Ensure 'Turn on convenience PIN sign-in' is set to 'Disabled'","N/A","Medium","","","1","1"
1007495,"[18.9.3.1][MS][2019][DC][v4.0.0][L1] Ensure 'Include command line in process creation events' is set to 'Enabled'","N/A","Medium","","","1","1"
1007496,"[18.9.33.6.3][MS][2019][DC][v4.0.0][L1] Ensure 'Require a password when a computer wakes (on battery)' is set to 'Enabled'","N/A","Medium","","","1","1"
1007497,"[18.9.33.6.4][MS][2019][DC][v4.0.0][L1] Ensure 'Require a password when a computer wakes (plugged in)' is set to 'Enabled'","N/A","Medium","","","1","1"
1007498,"[18.9.35.1][MS][2019][DC][v4.0.0][L1] Ensure 'Configure Offer Remote Assistance' is set to 'Disabled'","N/A","Medium","","","1","1"
1007499,"[18.9.35.2][MS][2019][DC][v4.0.0][L1] Ensure 'Configure Solicited Remote Assistance' is set to 'Disabled'","N/A","Medium","","","1","1"
1007500,"[18.9.4.1][MS][2019][DC][v4.0.0][L1] Ensure 'Encryption Oracle Remediation' is set to 'Enabled: Force Updated Clients'","N/A","Medium","","","1","1"
1007501,"[18.9.4.2][MS][2019][DC][v4.0.0][L1] Ensure 'Remote host allows delegation of non-exportable credentials' is set to 'Enabled'","N/A","Medium","","","1","1"
1007502,"[18.9.51.1.1][MS][2019][DC][v4.0.0][L1] Ensure 'Enable Windows NTP Client' is set to 'Enabled'","N/A","Medium","","","1","1"
1007503,"[18.9.7.2][MS][2019][DC][v4.0.0][L1] Ensure 'Prevent device metadata retrieval from the Internet' is set to 'Enabled'","N/A","Medium","","","1","1"
1007504,"[19.5.1.1][MS][2019][DC][v4.0.0][L1] Ensure 'Turn off toast notifications on the lock screen' is set to 'Enabled'","N/A","Medium","","","1","1"
1007505,"[19.7.26.1][MS][2019][DC][v4.0.0][L1] Ensure 'Prevent users from sharing files within their profile.' is set to 'Enabled'","N/A","Medium","","","1","1"
1007506,"[19.7.44.1][MS][2019][DC][v4.0.0][L1] Ensure 'Always install with elevated privileges' is set to 'Disabled'","N/A","Medium","","","1","1"
1007507,"[19.7.5.1][MS][2019][DC][v4.0.0][L1] Ensure 'Do not preserve zone information in file attachments' is set to 'Disabled'","N/A","Medium","","","1","1"
1007508,"[19.7.5.2][MS][2019][DC][v4.0.0][L1] Ensure 'Notify antivirus programs when opening attachments' is set to 'Enabled'","N/A","Medium","","","1","1"
1007509,"[19.7.8.1][MS][2019][DC][v4.0.0][L1] Ensure 'Configure Windows spotlight on lock screen' is set to 'Disabled'","N/A","Medium","","","1","1"
1007510,"[19.7.8.2][MS][2019][DC][v4.0.0][L1] Ensure 'Do not suggest third-party content in Windows spotlight' is set to 'Enabled'","N/A","Medium","","","1","1"
1007511,"[19.7.8.5][MS][2019][DC][v4.0.0][L1] Ensure 'Turn off Spotlight collection on Desktop' is set to 'Enabled'","N/A","Medium","","","1","1"
1007512,"[2.2.1][MS][2019][DC][v4.0.0][L1] Ensure 'Access Credential Manager as a trusted caller' is set to 'No One'","N/A","Medium","","","1","1"
1007513,"[2.2.11][MS][2019][DC][v4.0.0][L1] Ensure 'Back up files and directories' is set to 'Administrators'","N/A","Medium","","","1","1"
1007514,"[2.2.12][MS][2019][DC][v4.0.0][L1] Ensure 'Change the system time' is set to 'Administrators, LOCAL SERVICE'","N/A","Medium","","","1","1"
1007515,"[2.2.13][MS][2019][DC][v4.0.0][L1] Ensure 'Change the time zone' is set to 'Administrators, LOCAL SERVICE'","N/A","Medium","","","1","1"
1007516,"[2.2.14][MS][2019][DC][v4.0.0][L1] Ensure 'Create a pagefile' is set to 'Administrators'","N/A","Medium","","","1","1"
1007517,"[2.2.15][MS][2019][DC][v4.0.0][L1] Ensure 'Create a token object' is set to 'No One'","N/A","Medium","","","1","1"
1007518,"[2.2.16][MS][2019][DC][v4.0.0][L1] Ensure 'Create global objects' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE'","N/A","Medium","","","1","1"
1007519,"[2.2.17][MS][2019][DC][v4.0.0][L1] Ensure 'Create permanent shared objects' is set to 'No One'","N/A","Medium","","","1","1"
1007520,"[2.2.18][MS][2019][DC][v4.0.0][L1] Ensure 'Create symbolic links' is set to 'Administrators' (DC only)","N/A","Medium","","","1","1"
1007521,"[2.2.2][MS][2019][DC][v4.0.0][L1] Ensure 'Access this computer from the network' is set to 'Administrators, Authenticated Users, ENTERPRISE DOMAIN CONTROLLERS' (DC only)","N/A","Medium","","","1","1"
1007522,"[2.2.20][MS][2019][DC][v4.0.0][L1] Ensure 'Debug programs' is set to 'Administrators'","N/A","Medium","","","1","1"
1007523,"[2.2.21][MS][2019][DC][v4.0.0][L1] Ensure 'Deny access to this computer from the network' to include 'Guests' (DC only)","N/A","Medium","","","1","1"
1007524,"[2.2.23][MS][2019][DC][v4.0.0][L1] Ensure 'Deny log on as a batch job' to include 'Guests'","N/A","Medium","","","1","1"
1007525,"[2.2.24][MS][2019][DC][v4.0.0][L1] Ensure 'Deny log on as a service' to include 'Guests'","N/A","Medium","","","1","1"
1007526,"[2.2.25][MS][2019][DC][v4.0.0][L1] Ensure 'Deny log on locally' to include 'Guests'","N/A","Medium","","","1","1"
1007527,"[2.2.26][MS][2019][DC][v4.0.0][L1] Ensure 'Deny log on through Remote Desktop Services' to include 'Guests' (DC only)","N/A","Medium","","","1","1"
1007528,"[2.2.28][MS][2019][DC][v4.0.0][L1] Ensure 'Enable computer and user accounts to be trusted for delegation' is set to 'Administrators' (DC only)","N/A","Medium","","","1","1"
1007529,"[2.2.30][MS][2019][DC][v4.0.0][L1] Ensure 'Force shutdown from a remote system' is set to 'Administrators'","N/A","Medium","","","1","1"
1007530,"[2.2.31][MS][2019][DC][v4.0.0][L1] Ensure 'Generate security audits' is set to 'LOCAL SERVICE, NETWORK SERVICE'","N/A","Medium","","","1","1"
1007531,"[2.2.32][MS][2019][DC][v4.0.0][L1] Ensure 'Impersonate a client after authentication' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE, SERVICE' (DC only)","N/A","Medium","","","1","1"
1007532,"[2.2.34][MS][2019][DC][v4.0.0][L1] Ensure 'Increase scheduling priority' is set to 'Administrators, Window Manager\\Window Manager Group'","N/A","Medium","","","1","1"
1007533,"[2.2.35][MS][2019][DC][v4.0.0][L1] Ensure 'Load and unload device drivers' is set to 'Administrators'","N/A","Medium","","","1","1"
1007534,"[2.2.36][MS][2019][DC][v4.0.0][L1] Ensure 'Lock pages in memory' is set to 'No One'","N/A","Medium","","","1","1"
1007535,"[2.2.38][MS][2019][DC][v4.0.0][L1] Ensure 'Manage auditing and security log' is set to 'Administrators' (DC only)","N/A","Medium","","","1","1"
1007536,"[2.2.4][MS][2019][DC][v4.0.0][L1] Ensure 'Act as part of the operating system' is set to 'No One'","N/A","Medium","","","1","1"
1007537,"[2.2.40][MS][2019][DC][v4.0.0][L1] Ensure 'Modify an object label' is set to 'No One'","N/A","Medium","","","1","1"
1007538,"[2.2.41][MS][2019][DC][v4.0.0][L1] Ensure 'Modify firmware environment values' is set to 'Administrators'","N/A","Medium","","","1","1"
1007539,"[2.2.42][MS][2019][DC][v4.0.0][L1] Ensure 'Perform volume maintenance tasks' is set to 'Administrators'","N/A","Medium","","","1","1"
1007540,"[2.2.43][MS][2019][DC][v4.0.0][L1] Ensure 'Profile single process' is set to 'Administrators'","N/A","Medium","","","1","1"
1007541,"[2.2.44][MS][2019][DC][v4.0.0][L1] Ensure 'Profile system performance' is set to 'Administrators, NT SERVICE\\WdiServiceHost'","N/A","Medium","","","1","1"
1007542,"[2.2.45][MS][2019][DC][v4.0.0][L1] Ensure 'Replace a process level token' is set to 'LOCAL SERVICE, NETWORK SERVICE'","N/A","Medium","","","1","1"
1007543,"[2.2.46][MS][2019][DC][v4.0.0][L1] Ensure 'Restore files and directories' is set to 'Administrators'","N/A","Medium","","","1","1"
1007544,"[2.2.47][MS][2019][DC][v4.0.0][L1] Ensure 'Shut down the system' is set to 'Administrators'","N/A","Medium","","","1","1"
1007545,"[2.2.48][MS][2019][DC][v4.0.0][L1] Ensure 'Synchronize directory service data' is set to 'No One' (DC only)","N/A","Medium","","","1","1"
1007546,"[2.2.49][MS][2019][DC][v4.0.0][L1] Ensure 'Take ownership of files or other objects' is set to 'Administrators'","N/A","Medium","","","1","1"
1007547,"[2.2.5][MS][2019][DC][v4.0.0][L1] Ensure 'Add workstations to domain' is set to 'Administrators' (DC only)","N/A","Medium","","","1","1"
1007548,"[2.2.6][MS][2019][DC][v4.0.0][L1] Ensure 'Adjust memory quotas for a process' is set to 'Administrators, LOCAL SERVICE, NETWORK SERVICE'","N/A","Medium","","","1","1"
1007549,"[2.2.7][MS][2019][DC][v4.0.0][L1] Ensure 'Allow log on locally' is set to 'Administrators, ENTERPRISE DOMAIN CONTROLLERS' (DC only)","N/A","Medium","","","1","1"
